name,state_id,state_code,country_id,country_code,type,level,parent_id,latitude,longitude,native,population,timezone,translations,wikiDataId
El Dorado,1416,CA,233,US,county,,,38.77874000,-120.52465000,The Dorado County,191185,America/Los_Angeles,"{""br"":""Kontelezh El Dorado"",""ko"":""엘도라도 카운티"",""pt-BR"":""Condado de El Dorado"",""pt"":""Condado de El Dorado"",""nl"":""El Dorado County"",""hr"":""Okrug El Dorado"",""fa"":""شهرستان ال دورادو"",""de"":""Landkreis El Dorado"",""es"":""Condado de El Dorado"",""fr"":""Comté d'El Dorado"",""ja"":""エルドラド郡"",""it"":""Contea di El Dorado"",""zh-CN"":""埃尔多拉多县"",""tr"":""El Dorado İlçesi"",""ru"":""Округ Эльдорадо"",""uk"":""Округ Ельдорадо"",""pl"":""Hrabstwo El Dorado"",""hi"":""एल डोराडो काउंटी"",""ar"":""مقاطعة إلدورادو""}",Q108093
El Paso County,1450,CO,233,US,county,,,38.83209000,-104.52558000,The County step,865657,America/Denver,"{""br"":""Kontelezh El Paso"",""ko"":""엘파소 카운티"",""pt-BR"":""Condado de El Paso"",""pt"":""Condado de El Paso"",""nl"":""El Paso County"",""hr"":""Okrug El Paso"",""fa"":""شهرستان ال پاسو"",""de"":""Landkreis El Paso"",""es"":""Condado de El Paso"",""fr"":""Comté d'El Paso"",""ja"":""エルパソ郡"",""it"":""Contea di El Paso"",""zh-CN"":""埃尔帕索县"",""tr"":""El Paso İlçesi"",""ru"":""Округ Эль-Пасо"",""uk"":""Округ Ель-Пасо"",""pl"":""Hrabstwo El Paso"",""hi"":""एल पासो काउंटी"",""ar"":""مقاطعة إل باسو""}",Q111774
El Paso County,1407,TX,233,US,county,,,31.76855000,-106.23483000,The County step,865657,America/Denver,"{""br"":""Kontelezh El Paso"",""ko"":""엘파소 카운티"",""pt-BR"":""Condado de El Paso"",""pt"":""Condado de El Paso"",""nl"":""El Paso County"",""hr"":""Okrug El Paso"",""fa"":""شهرستان ال پاسو"",""de"":""Landkreis El Paso"",""es"":""Condado de El Paso"",""fr"":""Comté d'El Paso"",""ja"":""エルパソ郡"",""it"":""Contea di El Paso"",""zh-CN"":""埃尔帕索县"",""tr"":""El Paso İlçesi"",""ru"":""Округ Эль-Пасо"",""uk"":""Округ Ель-Пасо"",""pl"":""Hrabstwo El Paso"",""hi"":""एल पासो काउंटी"",""ar"":""مقاطعة إل باسو""}",Q108494
Elbert,1455,GA,233,US,county,,,34.11679000,-82.84010000,Elbert County,26062,America/New_York,"{""br"":""Kontelezh Elbert"",""ko"":""엘버트 카운티"",""pt-BR"":""Condado de Elbert"",""pt"":""Condado de Elbert"",""nl"":""Elbert County"",""hr"":""Okrug Elbert"",""fa"":""شهرستان البرت"",""de"":""Landkreis Elbert"",""es"":""Condado de Elbert"",""fr"":""Comté d'Elbert"",""ja"":""エルバート郡"",""it"":""Contea di Elbert"",""zh-CN"":""埃尔伯特县"",""tr"":""Elbert İlçesi"",""ru"":""округ Элберт"",""uk"":""Округ Елберт"",""pl"":""Hrabstwo Elbert"",""hi"":""एल्बर्ट काउंटी"",""ar"":""مقاطعة إلبرت""}",Q492016
Elbert,1450,CO,233,US,county,,,39.28656000,-104.13589000,Elbert County,26062,America/Denver,"{""br"":""Kontelezh Elbert"",""ko"":""엘버트 카운티"",""pt-BR"":""Condado de Elbert"",""pt"":""Condado de Elbert"",""nl"":""Elbert County"",""hr"":""Okrug Elbert"",""fa"":""شهرستان البرت"",""de"":""Landkreis Elbert"",""es"":""Condado de Elbert"",""fr"":""Comté d'Elbert"",""ja"":""エルバート郡"",""it"":""Contea di Elbert"",""zh-CN"":""埃尔伯特县"",""tr"":""Elbert İlçesi"",""ru"":""округ Элберт"",""uk"":""Округ Елберт"",""pl"":""Hrabstwo Elbert"",""hi"":""एल्बर्ट काउंटी"",""ar"":""مقاطعة إلبرت""}",Q115563
Elk,1406,KS,233,US,county,,,37.45369000,-96.24409000,Elk County,30990,America/Chicago,"{""br"":""Kontelezh Elk"",""ko"":""엘크 카운티"",""pt-BR"":""Condado de Elk"",""pt"":""Condado de Elk"",""nl"":""Elk County"",""hr"":""Okrug Elk"",""fa"":""شهرستان الک"",""de"":""Landkreis Elk"",""es"":""Condado de Elk"",""fr"":""Comté d'Elk"",""ja"":""エルク郡"",""it"":""Contea di Elk"",""zh-CN"":""埃尔克县"",""tr"":""Elk İlçesi"",""ru"":""округ Элк"",""uk"":""Округ Елк"",""pl"":""Hrabstwo Elk"",""hi"":""एल्क काउंटी"",""ar"":""مقاطعة إلك""}",Q376546
Elk,1422,PA,233,US,county,,,41.42523000,-78.64909000,Elk County,30990,America/New_York,"{""br"":""Kontelezh Elk"",""ko"":""엘크 카운티"",""pt-BR"":""Condado de Elk"",""pt"":""Condado de Elk"",""nl"":""Elk County"",""hr"":""Okrug Elk"",""fa"":""شهرستان الک"",""de"":""Landkreis Elk"",""es"":""Condado de Elk"",""fr"":""Comté d'Elk"",""ja"":""エルク郡"",""it"":""Contea di Elk"",""zh-CN"":""埃尔克县"",""tr"":""Elk İlçesi"",""ru"":""округ Элк"",""uk"":""Округ Елк"",""pl"":""Hrabstwo Elk"",""hi"":""एल्क काउंटी"",""ar"":""مقاطعة إلك""}",Q494254
Elkhart County,1440,IN,233,US,county,,,41.59738000,-85.85876000,Elkhart County,207047,America/New_York,"{""br"":""Kontelezh Elkhart"",""ko"":""엘크하트 카운티"",""pt-BR"":""Condado de Elkhart"",""pt"":""Condado de Elkhart"",""nl"":""Elkhart County"",""hr"":""Okrug Elkhart"",""fa"":""شهرستان الکارت"",""de"":""Landkreis Elkhart"",""es"":""Condado de Elkhart"",""fr"":""Comté d'Elkhart"",""ja"":""エルクハート郡"",""it"":""Contea di Elkhart"",""zh-CN"":""埃尔克哈特县"",""tr"":""Elkhart İlçesi"",""ru"":""округ Элкхарт"",""uk"":""Округ Елкхарт"",""pl"":""Hrabstwo Elkhart"",""hi"":""एल्खार्ट काउंटी"",""ar"":""مقاطعة إلكهارت""}",Q24645
Elko County,1458,NV,233,US,county,,,41.14583000,-115.35776000,Elko County,53702,America/Los_Angeles,"{""br"":""Kontelezh Elko"",""ko"":""엘코 카운티"",""pt-BR"":""Condado de Elko"",""pt"":""Condado de Elko"",""nl"":""Elko County"",""hr"":""Okrug Elko"",""fa"":""شهرستان الکو"",""de"":""Landkreis Elko"",""es"":""Condado de Elko"",""fr"":""Comté d'Elko"",""ja"":""エルコ郡"",""it"":""Contea di Elko"",""zh-CN"":""埃尔科县"",""tr"":""Elko İlçesi"",""ru"":""округ Элко"",""uk"":""Округ Елко"",""pl"":""Hrabstwo Elko"",""hi"":""एल्को काउंटी"",""ar"":""مقاطعة إلكو""}",Q484401
Elliott,1419,KY,233,US,county,,,38.11789000,-83.09762000,Elliott County,7354,America/New_York,"{""br"":""Kontelezh Elliott"",""ko"":""엘리엇 카운티"",""pt-BR"":""Condado de Elliott"",""pt"":""Condado de Elliott"",""nl"":""Elliott County"",""hr"":""Okrug Elliott"",""fa"":""شهرستان الیوت"",""de"":""Elliott County"",""es"":""Condado de Elliott"",""fr"":""Comté d'Elliott"",""ja"":""エリオット郡"",""it"":""Contea di Elliott"",""zh-CN"":""埃利奥特县"",""tr"":""Elliott İlçesi"",""ru"":""округ Эллиотт"",""uk"":""Округ Елліотт"",""pl"":""Hrabstwo Elliott"",""hi"":""इलियट काउंटी"",""ar"":""مقاطعة إليوت""}",Q400753
Ellis County,1406,KS,233,US,county,,,38.91475000,-99.31723000,Ellis County,192455,America/Chicago,"{""br"":""Kontelezh Ellis"",""ko"":""엘리스 카운티"",""pt-BR"":""Condado de Ellis"",""pt"":""Condado de Ellis"",""nl"":""Ellis County"",""hr"":""Okrug Ellis"",""fa"":""شهرستان الیس"",""de"":""Ellis County"",""es"":""Condado de Ellis"",""fr"":""Comté d'Ellis"",""ja"":""エリス郡"",""it"":""Contea di Ellis"",""zh-CN"":""埃利斯县"",""tr"":""Ellis İlçesi"",""ru"":""округ Эллис"",""uk"":""Округ Елліс"",""pl"":""Hrabstwo Ellis"",""hi"":""एलिस काउंटी"",""ar"":""مقاطعة إليس""}",Q376069
Ellis County,1421,OK,233,US,county,,,36.21836000,-99.75460000,Ellis County,192455,America/Chicago,"{""br"":""Kontelezh Ellis"",""ko"":""엘리스 카운티"",""pt-BR"":""Condado de Ellis"",""pt"":""Condado de Ellis"",""nl"":""Ellis County"",""hr"":""Okrug Ellis"",""fa"":""شهرستان الیس"",""de"":""Ellis County"",""es"":""Condado de Ellis"",""fr"":""Comté d'Ellis"",""ja"":""エリス郡"",""it"":""Contea di Ellis"",""zh-CN"":""埃利斯县"",""tr"":""Ellis İlçesi"",""ru"":""округ Эллис"",""uk"":""Округ Елліс"",""pl"":""Hrabstwo Ellis"",""hi"":""एलिस काउंटी"",""ar"":""مقاطعة إليس""}",Q485013
Ellis County,1407,TX,233,US,county,,,32.34843000,-96.79448000,Ellis County,192455,America/Chicago,"{""br"":""Kontelezh Ellis"",""ko"":""엘리스 카운티"",""pt-BR"":""Condado de Ellis"",""pt"":""Condado de Ellis"",""nl"":""Ellis County"",""hr"":""Okrug Ellis"",""fa"":""شهرستان الیس"",""de"":""Ellis County"",""es"":""Condado de Ellis"",""fr"":""Comté d'Ellis"",""ja"":""エリス郡"",""it"":""Contea di Ellis"",""zh-CN"":""埃利斯县"",""tr"":""Ellis İlçesi"",""ru"":""округ Эллис"",""uk"":""Округ Елліс"",""pl"":""Hrabstwo Ellis"",""hi"":""एलिस काउंटी"",""ar"":""مقاطعة إليس""}",Q110130
Ellsworth County,1406,KS,233,US,county,,,38.69663000,-98.20473000,Ellsworth County,6376,America/Chicago,"{""br"":""Kontelezh Ellsworth"",""ko"":""엘스워스 카운티"",""pt-BR"":""Condado de Ellsworth"",""pt"":""Condado de Ellsworth"",""nl"":""Ellsworth County"",""hr"":""Okrug Ellsworth"",""fa"":""شهرستان السورث"",""de"":""Landkreis Ellsworth"",""es"":""Condado de Ellsworth"",""fr"":""Comté d'Ellsworth"",""ja"":""エルズワース郡"",""it"":""Contea di Ellsworth"",""zh-CN"":""埃尔斯沃思县"",""tr"":""Ellsworth İlçesi"",""ru"":""округ Эллсворт"",""uk"":""Округ Еллсворт"",""pl"":""Hrabstwo Ellsworth"",""hi"":""एल्सवर्थ काउंटी"",""ar"":""مقاطعة إلسورث""}",Q376059
Elmore County,1456,AL,233,US,county,,,32.59665000,-86.14915000,Elmore County,28666,America/Chicago,"{""br"":""Kontelezh Elmore"",""ko"":""엘모어 카운티"",""pt-BR"":""Condado de Elmore"",""pt"":""Condado de Elmore"",""nl"":""Elmore County"",""hr"":""Okrug Elmore"",""fa"":""شهرستان المور"",""de"":""Landkreis Elmore"",""es"":""Condado de Elmore"",""fr"":""Comté d'Elmore"",""ja"":""エルモア郡"",""it"":""Contea di Elmore"",""zh-CN"":""埃尔莫尔县"",""tr"":""Elmore İlçesi"",""ru"":""округ Элмор"",""uk"":""Округ Елмор"",""pl"":""Hrabstwo Elmore"",""hi"":""एल्मोर काउंटी"",""ar"":""مقاطعة إلمور""}",Q494630
Elmore County,1460,ID,233,US,county,,,43.35390000,-115.46918000,Elmore County,28666,America/Denver,"{""br"":""Kontelezh Elmore"",""ko"":""엘모어 카운티"",""pt-BR"":""Condado de Elmore"",""pt"":""Condado de Elmore"",""nl"":""Elmore County"",""hr"":""Okrug Elmore"",""fa"":""شهرستان المور"",""de"":""Landkreis Elmore"",""es"":""Condado de Elmore"",""fr"":""Comté d'Elmore"",""ja"":""エルモア郡"",""it"":""Contea di Elmore"",""zh-CN"":""埃尔莫尔县"",""tr"":""Elmore İlçesi"",""ru"":""округ Элмор"",""uk"":""Округ Елмор"",""pl"":""Hrabstwo Elmore"",""hi"":""एल्मोर काउंटी"",""ar"":""مقاطعة إلمور""}",Q486336
Emanuel,1455,GA,233,US,county,,,32.58976000,-82.30171000,Emanuel County,22768,America/New_York,"{""br"":""Kontelezh Emanuel"",""ko"":""에마누엘 카운티"",""pt-BR"":""Condado de Emanuel"",""pt"":""Condado de Emanuel"",""nl"":""Emanuel County"",""hr"":""Okrug Emanuel"",""fa"":""شهرستان امانوئل"",""de"":""Emanuel County"",""es"":""Condado de Emanuel"",""fr"":""Comté d'Emanuel"",""ja"":""エマニュエル郡"",""it"":""Contea di Emanuel"",""zh-CN"":""伊曼纽尔县"",""tr"":""Emanuel İlçesi"",""ru"":""Округ Эмануэль"",""uk"":""Округ Емануель"",""pl"":""Hrabstwo Emanuel"",""hi"":""इमानुएल काउंटी"",""ar"":""مقاطعة إيمانويل""}",Q111894
Emery,1414,UT,233,US,county,,,38.99677000,-110.70067000,Emery County,9825,America/Denver,"{""br"":""Kontelezh Emery"",""ko"":""에머리 카운티"",""pt-BR"":""Condado de Emery"",""pt"":""Condado de Emery"",""nl"":""Emery County"",""hr"":""Okrug Emery"",""fa"":""شهرستان امری"",""de"":""Emery County"",""es"":""Condado de Emery"",""fr"":""Comté d'Emery"",""ja"":""エメリー郡"",""it"":""Contea di Emery"",""zh-CN"":""埃默里县"",""tr"":""Emery İlçesi"",""ru"":""округ Эмери"",""uk"":""Округ Емері"",""pl"":""Hrabstwo Emery"",""hi"":""एमरी काउंटी"",""ar"":""مقاطعة إيمري""}",Q26738
Emmet,1459,IA,233,US,county,,,43.37802000,-94.67848000,Emmet County,34112,America/Chicago,"{""br"":""Kontelezh Emmet"",""ko"":""에밋 카운티"",""pt-BR"":""Condado de Emmet"",""pt"":""Condado de Emmet"",""nl"":""Emmet County"",""hr"":""Okrug Emmet"",""fa"":""شهرستان امت"",""de"":""Emmet County"",""es"":""Condado de Emmet"",""fr"":""Comté d'Emmet"",""ja"":""エメット郡"",""it"":""Contea di Emmet"",""zh-CN"":""埃米特县"",""tr"":""Emmet İlçesi"",""ru"":""округ Эммет"",""uk"":""Округ Еммет"",""pl"":""Hrabstwo Emmet"",""hi"":""एम्मेट काउंटी"",""ar"":""مقاطعة إيميت""}",Q110482
Emmet,1426,MI,233,US,county,,,45.58754000,-84.98147000,Emmet County,34112,America/New_York,"{""br"":""Kontelezh Emmet"",""ko"":""에밋 카운티"",""pt-BR"":""Condado de Emmet"",""pt"":""Condado de Emmet"",""nl"":""Emmet County"",""hr"":""Okrug Emmet"",""fa"":""شهرستان امت"",""de"":""Emmet County"",""es"":""Condado de Emmet"",""fr"":""Comté d'Emmet"",""ja"":""エメット郡"",""it"":""Contea di Emmet"",""zh-CN"":""埃米特县"",""tr"":""Emmet İlçesi"",""ru"":""округ Эммет"",""uk"":""Округ Еммет"",""pl"":""Hrabstwo Emmet"",""hi"":""एम्मेट काउंटी"",""ar"":""مقاطعة إيميت""}",Q491129
Emmons,1418,ND,233,US,county,,,46.28502000,-100.23878000,Emmons County,3301,America/Chicago,"{""br"":""Kontelezh Emmons"",""ko"":""에몬스 카운티"",""pt-BR"":""Condado de Emmons"",""pt"":""Condado de Emmons"",""nl"":""Emmons County"",""hr"":""Okrug Emmons"",""fa"":""شهرستان امونز"",""de"":""Emmons County"",""es"":""Condado de Emmons"",""fr"":""Comté d'Emmons"",""ja"":""エモンズ郡"",""it"":""Contea di Emmons"",""zh-CN"":""埃蒙斯县"",""tr"":""Emmons İlçesi"",""ru"":""округ Эммонс"",""uk"":""Округ Еммонс"",""pl"":""Hrabstwo Emmons"",""hi"":""एमन्स काउंटी"",""ar"":""مقاطعة إيمونز""}",Q48917
Erath,1407,TX,233,US,county,,,32.23626000,-98.21797000,Erath County,42545,America/Chicago,"{""br"":""Kontelezh Erath"",""ko"":""에라스 카운티"",""pt-BR"":""Condado de Erath"",""pt"":""Condado de Erath"",""nl"":""Erath County"",""hr"":""Okrug Erath"",""fa"":""شهرستان اِرات"",""de"":""Landkreis Erath"",""es"":""Condado de Erath"",""fr"":""Comté d'Erath"",""ja"":""イラス郡"",""it"":""Contea di Erath"",""zh-CN"":""伊拉斯县"",""tr"":""Erath İlçesi"",""ru"":""Округ Эрат"",""uk"":""Округ Ерат"",""pl"":""Hrabstwo Erath"",""hi"":""एराथ काउंटी"",""ar"":""مقاطعة إيراث""}",Q110500
Erie County,1452,NY,233,US,county,,,42.75824000,-78.77966000,Erie County,270876,America/New_York,"{""br"":""Kontelezh Erie"",""ko"":""에리 카운티"",""pt-BR"":""Condado de Erie"",""pt"":""Condado de Erie"",""nl"":""Erie County"",""hr"":""Okrug Erie"",""fa"":""شهرستان ایری"",""de"":""Erie County"",""es"":""Condado de Erie"",""fr"":""Comté d'Érié"",""ja"":""エリー郡"",""it"":""Contea di Erie"",""zh-CN"":""伊利县"",""tr"":""Erie İlçesi"",""ru"":""округ Эри"",""uk"":""Округ Ері"",""pl"":""Hrabstwo Erie"",""hi"":""एरी काउंटी"",""ar"":""مقاطعة إيري""}",Q114843
Erie County,1422,PA,233,US,county,,,42.11748000,-80.09811000,Erie County,270876,America/New_York,"{""br"":""Kontelezh Erie"",""ko"":""에리 카운티"",""pt-BR"":""Condado de Erie"",""pt"":""Condado de Erie"",""nl"":""Erie County"",""hr"":""Okrug Erie"",""fa"":""شهرستان ایری"",""de"":""Erie County"",""es"":""Condado de Erie"",""fr"":""Comté d'Érié"",""ja"":""エリー郡"",""it"":""Contea di Erie"",""zh-CN"":""伊利县"",""tr"":""Erie İlçesi"",""ru"":""округ Эри"",""uk"":""Округ Ері"",""pl"":""Hrabstwo Erie"",""hi"":""एरी काउंटी"",""ar"":""مقاطعة إيري""}",Q488679
Escambia,1456,AL,233,US,county,,,31.12612000,-87.16162000,Escambia County,321905,America/Chicago,"{""br"":""Kontelezh Escambia"",""ko"":""에스캄비아 카운티"",""pt-BR"":""Condado de Escambia"",""pt"":""Condado de Escambia"",""nl"":""Escambia County"",""hr"":""Okrug Escambia"",""fa"":""شهرستان اسکامبیا"",""de"":""Landkreis Escambia"",""es"":""Condado de Escambia"",""fr"":""Comté d'Escambia"",""ja"":""エスカンビア郡"",""it"":""Contea di Escambia"",""zh-CN"":""埃斯坎比亚县"",""tr"":""Escambia İlçesi"",""ru"":""Округ Эскамбия"",""uk"":""Округ Ескамбія"",""pl"":""Hrabstwo Escambia"",""hi"":""एस्कैम्बिया काउंटी"",""ar"":""مقاطعة إسكامبيا""}",Q487744
Escambia,1436,FL,233,US,county,,,30.61440000,-87.34136000,Escambia County,321905,America/Chicago,"{""br"":""Kontelezh Escambia"",""ko"":""에스캄비아 카운티"",""pt-BR"":""Condado de Escambia"",""pt"":""Condado de Escambia"",""nl"":""Escambia County"",""hr"":""Okrug Escambia"",""fa"":""شهرستان اسکامبیا"",""de"":""Landkreis Escambia"",""es"":""Condado de Escambia"",""fr"":""Comté d'Escambia"",""ja"":""エスカンビア郡"",""it"":""Contea di Escambia"",""zh-CN"":""埃斯坎比亚县"",""tr"":""Escambia İlçesi"",""ru"":""Округ Эскамбия"",""uk"":""Округ Ескамбія"",""pl"":""Hrabstwo Escambia"",""hi"":""एस्कैम्बिया काउंटी"",""ar"":""مقاطعة إسكامبيا""}",Q156643
Esmeralda,1458,NV,233,US,county,,,37.78470000,-117.63237000,Esmeralda County,729,America/Los_Angeles,"{""br"":""Kontelezh Esmeralda"",""ko"":""에스메랄다 카운티"",""pt-BR"":""Condado de Esmeralda"",""pt"":""Condado de Esmeralda"",""nl"":""Esmeralda County"",""hr"":""Okrug Esmeralda"",""fa"":""شهرستان اسمرالدا"",""de"":""Landkreis Esmeralda"",""es"":""Condado de Esmeralda"",""fr"":""Comté d'Esmeralda"",""ja"":""エスメラルダ郡"",""it"":""Contea di Esmeralda"",""zh-CN"":""埃斯梅拉达县"",""tr"":""Esmeralda İlçesi"",""ru"":""Округ Эсмеральда"",""uk"":""Округ Есмеральда"",""pl"":""Hrabstwo Esmeralda"",""hi"":""एस्मेराल्डा काउंटी"",""ar"":""مقاطعة إزميرالدا""}",Q484349
Essex County,1427,VA,233,US,county,,,37.93906000,-76.94090000,Essex County,5920,America/New_York,"{""br"":""Kontelezh Essex"",""ko"":""에섹스 카운티"",""pt-BR"":""Condado de Essex"",""pt"":""Condado de Essex"",""nl"":""Essex County"",""hr"":""Okrug Essex"",""fa"":""شهرستان اسکس"",""de"":""Grafschaft Essex"",""es"":""Condado de Essex"",""fr"":""Comté d'Essex"",""ja"":""エセックス郡"",""it"":""Contea di Essex"",""zh-CN"":""埃塞克斯郡"",""tr"":""Essex İlçesi"",""ru"":""Округ Эссекс"",""uk"":""Округ Ессекс"",""pl"":""Hrabstwo Essex"",""hi"":""एसेक्स काउंटी"",""ar"":""مقاطعة إسيكس""}",Q182112
Essex County,1433,MA,233,US,county,,,42.63887000,-70.86792000,Essex County,5920,America/New_York,"{""br"":""Kontelezh Essex"",""ko"":""에섹스 카운티"",""pt-BR"":""Condado de Essex"",""pt"":""Condado de Essex"",""nl"":""Essex County"",""hr"":""Okrug Essex"",""fa"":""شهرستان اسکس"",""de"":""Grafschaft Essex"",""es"":""Condado de Essex"",""fr"":""Comté d'Essex"",""ja"":""エセックス郡"",""it"":""Contea di Essex"",""zh-CN"":""埃塞克斯郡"",""tr"":""Essex İlçesi"",""ru"":""Округ Эссекс"",""uk"":""Округ Ессекс"",""pl"":""Hrabstwo Essex"",""hi"":""एसेक्स काउंटी"",""ar"":""مقاطعة إسيكس""}",Q54076
Essex County,1417,NJ,233,US,county,,,40.78707000,-74.24687000,Essex County,5920,America/New_York,"{""br"":""Kontelezh Essex"",""ko"":""에섹스 카운티"",""pt-BR"":""Condado de Essex"",""pt"":""Condado de Essex"",""nl"":""Essex County"",""hr"":""Okrug Essex"",""fa"":""شهرستان اسکس"",""de"":""Grafschaft Essex"",""es"":""Condado de Essex"",""fr"":""Comté d'Essex"",""ja"":""エセックス郡"",""it"":""Contea di Essex"",""zh-CN"":""埃塞克斯郡"",""tr"":""Essex İlçesi"",""ru"":""Округ Эссекс"",""uk"":""Округ Ессекс"",""pl"":""Hrabstwo Essex"",""hi"":""एसेक्स काउंटी"",""ar"":""مقاطعة إسيكس""}",Q128077
Essex County,1452,NY,233,US,county,,,44.11722000,-73.77271000,Essex County,5920,America/New_York,"{""br"":""Kontelezh Essex"",""ko"":""에섹스 카운티"",""pt-BR"":""Condado de Essex"",""pt"":""Condado de Essex"",""nl"":""Essex County"",""hr"":""Okrug Essex"",""fa"":""شهرستان اسکس"",""de"":""Grafschaft Essex"",""es"":""Condado de Essex"",""fr"":""Comté d'Essex"",""ja"":""エセックス郡"",""it"":""Contea di Essex"",""zh-CN"":""埃塞克斯郡"",""tr"":""Essex İlçesi"",""ru"":""Округ Эссекс"",""uk"":""Округ Ессекс"",""pl"":""Hrabstwo Essex"",""hi"":""एसेक्स काउंटी"",""ar"":""مقاطعة إسيكس""}",Q114992
Essex County,1409,VT,233,US,county,,,44.72779000,-71.73605000,Essex County,5920,America/New_York,"{""br"":""Kontelezh Essex"",""ko"":""에섹스 카운티"",""pt-BR"":""Condado de Essex"",""pt"":""Condado de Essex"",""nl"":""Essex County"",""hr"":""Okrug Essex"",""fa"":""شهرستان اسکس"",""de"":""Grafschaft Essex"",""es"":""Condado de Essex"",""fr"":""Comté d'Essex"",""ja"":""エセックス郡"",""it"":""Contea di Essex"",""zh-CN"":""埃塞克斯郡"",""tr"":""Essex İlçesi"",""ru"":""Округ Эссекс"",""uk"":""Округ Ессекс"",""pl"":""Hrabstwo Essex"",""hi"":""एसेक्स काउंटी"",""ar"":""مقاطعة إسيكس""}",Q509826
Estill,1419,KY,233,US,county,,,37.69248000,-83.96433000,Estill County,14163,America/New_York,"{""br"":""Kontelezh Estill"",""ko"":""에스틸 카운티"",""pt-BR"":""Condado de Estill"",""pt"":""Condado de Estill"",""nl"":""Estill County"",""hr"":""Okrug Estill"",""fa"":""شهرستان استیل"",""de"":""Landkreis Estill"",""es"":""Condado de Estill"",""fr"":""Comté d'Estill"",""ja"":""エスティル郡"",""it"":""Contea di Estill"",""zh-CN"":""埃斯蒂尔县"",""tr"":""Estill İlçesi"",""ru"":""Округ Эстилл"",""uk"":""Округ Естілл"",""pl"":""Hrabstwo Estill"",""hi"":""एस्टिल काउंटी"",""ar"":""مقاطعة إستيل""}",Q486071
Etowah,1456,AL,233,US,county,,,34.04525000,-86.03476000,Etowah County,103436,America/Chicago,"{""br"":""Kontelezh Etowah"",""ko"":""에토와 카운티"",""pt-BR"":""Condado de Etowah"",""pt"":""Condado de Etowah"",""nl"":""Etowah County"",""hr"":""Okrug Etowah"",""fa"":""شهرستان اتوا"",""de"":""Landkreis Etowah"",""es"":""Condado de Etowah"",""fr"":""Comté d'Etowah"",""ja"":""エトワ郡"",""it"":""Contea di Etowah"",""zh-CN"":""伊托瓦县"",""tr"":""Etowah İlçesi"",""ru"":""Округ Этова"",""uk"":""Округ Етова"",""pl"":""Hrabstwo Etowah"",""hi"":""इटावा काउंटी"",""ar"":""مقاطعة إيتواه""}",Q493951
Eureka County,1458,NV,233,US,county,,,39.98389000,-116.26856000,Eureka County,1855,America/Los_Angeles,"{""br"":""Kontelezh Eureka"",""ko"":""유레카 카운티"",""pt-BR"":""Condado de Eureka"",""pt"":""Condado de Eureka"",""nl"":""Eureka County"",""hr"":""Okrug Eureka"",""fa"":""شهرستان یوریکا"",""de"":""Eureka County"",""es"":""Condado de Eureka"",""fr"":""Comté d'Eureka"",""ja"":""ユーレカ郡"",""it"":""Contea di Eureka"",""zh-CN"":""尤里卡县"",""tr"":""Eureka İlçesi"",""ru"":""Округ Эврика"",""uk"":""Округ Юрика"",""pl"":""Hrabstwo Eureka"",""hi"":""यूरेका काउंटी"",""ar"":""مقاطعة يوريكا""}",Q484381
Evangeline,1457,LA,233,US,parish,,,30.72894000,-92.40590000,Evangeline Parish,32350,America/Chicago,"{""br"":""Parrez Evangeline"",""ko"":""에반젤린 교구"",""pt-BR"":""Paróquia Evangeline"",""pt"":""Paróquia Evangeline"",""nl"":""Evangeline Parochie"",""hr"":""Župa Evangeline"",""fa"":""کلیسای اوانجلین"",""de"":""Evangeline-Gemeinde"",""es"":""Parroquia Evangeline"",""fr"":""Paroisse Évangéline"",""ja"":""エヴァンジェリン教区"",""it"":""Parrocchia Evangeline"",""zh-CN"":""伊万杰琳·帕里什"",""tr"":""Evangeline Cemaati"",""ru"":""Эванджелин Пэриш"",""uk"":""Парафія Евангеліна"",""pl"":""Parafia Ewangelii"",""hi"":""इवांगेलिन पैरिश"",""ar"":""رعية إيفانجلين""}",Q504379
Evans County,1455,GA,233,US,county,,,32.15676000,-81.88688000,Evans County,10774,America/New_York,"{""br"":""Kontelezh Evans"",""ko"":""에반스 카운티"",""pt-BR"":""Condado de Evans"",""pt"":""Condado de Evans"",""nl"":""Evans County"",""hr"":""Okrug Evans"",""fa"":""شهرستان ایوانز"",""de"":""Evans County"",""es"":""Condado de Evans"",""fr"":""Comté d'Evans"",""ja"":""エバンス郡"",""it"":""Contea di Evans"",""zh-CN"":""埃文斯县"",""tr"":""Evans İlçesi"",""ru"":""Округ Эванс"",""uk"":""Округ Еванс"",""pl"":""Hrabstwo Evans"",""hi"":""इवांस काउंटी"",""ar"":""مقاطعة إيفانز""}",Q493044
